sci_name;common_name;ebird_code;class;order;in_v2;in_v3;label_af;label_ar;label_cs;label_da;label_de;label_en;label_en_uk;label_es;label_fi;label_fr;label_hu;label_it;label_ja;label_ko;label_nl;label_no;label_pl;label_pt;label_ro;label_ru;label_sk;label_sl;label_sv;label_th;label_tr;label_uk;label_zh
Upupa epops;Eurasian Hoopoe;hoopoe;Aves;Bucerotiformes;True;True;Hoephoep;هدهد;dudek chocholatý;Hærfugl;Wiedehopf;Eurasian Hoopoe;Eurasian Hoopoe;Abubilla Común;harjalintu;Huppe fasciée;Búbos banka;Upupa;ヤツガシラ;후투티;Hop;hærfugl;dudek;Eurasian Hoopoe;Pupăză;Удод;dudok chochlatý;Smrdokavra;Härfågel;นกกะรางหัวขวาน;İbibik;Одуд євразійський;戴勝
Upupa marginata;Madagascar Hoopoe;madhoo1;Aves;Bucerotiformes;True;True;Madagascar Hoopoe;Madagascar Hoopoe;dudek madagaskarský;Madagaskarhærfugl;Madagaskarwiedehopf;Madagascar Hoopoe;Madagascar Hoopoe;Abubilla Malgache;Madagascar Hoopoe;Huppe de Madagascar;Madagascar Hoopoe;Madagascar Hoopoe;マダガスカルヤツガシラ;Madagascar Hoopoe;Madagaskarhop;madagaskarhærfugl;dudek madagaskarski;Madagascar Hoopoe;Madagascar Hoopoe;Мадагаскарский удод;dudok madagaskarský;Madagascar Hoopoe;Madagaskarhärfågel;Madagascar Hoopoe;Madagaskar İbibiği;Одуд мадагаскарський;Madagascar Hoopoe
Uraeginthus angolensis;Blue Waxbill;bubcor1;Aves;Passeriformes;True;True;Gewone Blousysie;Southern Cordonbleu;Southern Cordonbleu;Southern Cordonbleu;Blauastrild;Southern Cordonbleu;Southern Cordonbleu;Azulito Angoleño;Southern Cordonbleu;Cordonbleu d'Angola;Southern Cordonbleu;Southern Cordonbleu;フナシセイキチョウ;Southern Cordonbleu;Angolees Blauwfazantje;blåastrild;motylik sawannowy;Southern Cordonbleu;Southern Cordonbleu;Голубой астрильд;motýlik belasý;Southern Cordonbleu;Blå fjärilsfink;Southern Cordonbleu;Mavi Mumgaga;Астрильд-метелик савановий;Southern Cordonbleu
Uraeginthus bengalus;Red-cheeked Cordon-bleu;reccor;Aves;Passeriformes;True;True;Red-cheeked Cordonbleu;Red-cheeked Cordonbleu;motýlek rudouchý;Red-cheeked Cordonbleu;Schmetterlingsastrild;Red-cheeked Cordonbleu;Red-cheeked Cordonbleu;Azulito Carirrojo;Red-cheeked Cordonbleu;Cordonbleu à joues rouges;Red-cheeked Cordonbleu;Red-cheeked Cordonbleu;セイキチョウ;Red-cheeked Cordonbleu;Blauwfazantje;rødkinnastrild;motylik krasnouchy;Red-cheeked Cordonbleu;Red-cheeked Cordonbleu;Красноухий астрильд;motýlik červenosluchý;Metuljasta astrilda;Rödkindad fjärilsfink;Red-cheeked Cordonbleu;Al Yanaklı Mavi Mumgaga;Астрильд-метелик червонощокий;Red-cheeked Cordonbleu
Uraeginthus cyanocephalus;Blue-capped Cordon-bleu;blccor1;Aves;Passeriformes;False;True;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu;Blue-capped Cordon-bleu
Uranomitra franciae;Andean Emerald;andeme1;Aves;Apodiformes;True;True;Andean Emerald;Andean Emerald;kolibřík andský;Andean Emerald;Andenamazilie;Andean Emerald;Andean Emerald;Amazilia Andina;Andean Emerald;Ariane de Francia;Andean Emerald;Andean Emerald;ズアオエメラルドハチドリ;Andean Emerald;Andesamazilia;andeskolibri;szmaragdzik andyjski;Andean Emerald;Andean Emerald;Андская амазилия;kolibrík andský;Andean Emerald;Andinsk smaragd;Andean Emerald;And Zümrütü;Агиртрія андійська;Andean Emerald
Uratelornis chimaera;Long-tailed Ground Roller;ltgrol1;Aves;Coraciiformes;False;True;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller;Long-tailed Ground Roller
Uria aalge;Common Murre;commur;Aves;Charadriiformes;True;True;Common Murre;Common Murre;alkoun úzkozobý;Lomvie;Trottellumme;Common Murre;Common Guillemot;Arao Común;etelänkiisla;Guillemot marmette;Lumma;Uria;ウミガラス;바다오리;Zeekoet;lomvi;nurzyk;Common Murre;Alcă nordică;Тонкоклювая кайра;norec tenkozobý;Lumna;Sillgrissla;Common Murre;Alk;Кайра тонкодзьоба;崖海鴉
Uria lomvia;Thick-billed Murre;thbmur;Aves;Charadriiformes;True;True;Thick-billed Murre;Thick-billed Murre;alkoun tlustozobý;Polarlomvie;Dickschnabellumme;Thick-billed Murre;Brünnich's Guillemot;Arao de Brünnich;pohjankiisla;Guillemot de Brünnich;Vastagcsőrű lumma;Thick-billed Murre;ハシブトウミガラス;큰부리바다오리;Kortbekzeekoet;polarlomvi;nurzyk polarny;Thick-billed Murre;Alcă polară;Толстоклювая кайра;norec hrubozobý;Debelokljuna lumna;Spetsbergsgrissla;Thick-billed Murre;Kalın Gagalı Alk;Кайра товстодзьоба;Thick-billed Murre
Urile pelagicus;Pelagic Cormorant;pelcor;Aves;Suliformes;False;True;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant;Pelagic Cormorant
Urile penicillatus;Brandt's Cormorant;bracor;Aves;Suliformes;False;True;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant;Brandt's Cormorant
Urile urile;Red-faced Cormorant;refcor;Aves;Suliformes;False;True;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant;Red-faced Cormorant
Urochroa bougueri;Rufous-gaped Hillstar;whthil2;Aves;Apodiformes;False;True;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar;Rufous-gaped Hillstar
Urochroa leucura;Green-backed Hillstar;whthil3;Aves;Apodiformes;False;True;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar;Green-backed Hillstar
Urocissa caerulea;Taiwan Blue Magpie;formag1;Aves;Passeriformes;True;True;Taiwan Blue-Magpie;Taiwan Blue-Magpie;Taiwan Blue-Magpie;Taiwan Blue-Magpie;Dickschnabelkitta;Taiwan Blue-Magpie;Taiwan Blue-Magpie;Urraca de Formosa;Taiwan Blue-Magpie;Pirolle de Taïwan;Taiwan Blue-Magpie;Taiwan Blue-Magpie;ヤマムスメ;Taiwan Blue-Magpie;Taiwankitta;taiwanskjære;kitta modra;Taiwan Blue-Magpie;Taiwan Blue-Magpie;Толстоклювая лазоревая сорока;kita modrá;Taiwan Blue-Magpie;Taiwanblåskata;Taiwan Blue-Magpie;Tayvan Saksağanı;Кіта тайваньська;台灣藍鵲
Urocissa erythroryncha;Red-billed Blue Magpie;rbbmag;Aves;Passeriformes;True;True;Red-billed Blue-Magpie;Red-billed Blue-Magpie;Red-billed Blue-Magpie;Red-billed Blue-Magpie;Rotschnabelkitta;Red-billed Blue-Magpie;Red-billed Blue-Magpie;Urraca Piquirroja;Red-billed Blue-Magpie;Pirolle à bec rouge;Red-billed Blue-Magpie;Red-billed Blue-Magpie;サンジャク;Red-billed Blue-Magpie;Roodsnavelkitta;rødnebbskjære;kitta czerwonodzioba;Red-billed Blue-Magpie;Red-billed Blue-Magpie;Красноклювая лазоревая сорока;kita červenozobá;Red-billed Blue-Magpie;Rödnäbbad blåskata;นกขุนแผน;Kırmızı Gagalı Saksağan;Кіта червонодзьоба;紅嘴藍鵲
Urocissa flavirostris;Yellow-billed Blue Magpie;gobmag1;Aves;Passeriformes;True;True;Yellow-billed Blue-Magpie;Yellow-billed Blue-Magpie;Yellow-billed Blue-Magpie;Yellow-billed Blue-Magpie;Gelbschnabelkitta;Yellow-billed Blue-Magpie;Yellow-billed Blue-Magpie;Urraca Piquigualda;Yellow-billed Blue-Magpie;Pirolle à bec jaune;Yellow-billed Blue-Magpie;Yellow-billed Blue-Magpie;キバシサンジャク;Yellow-billed Blue-Magpie;Geelsnavelkitta;hvitnakkeskjære;kitta żółtodzioba;Yellow-billed Blue-Magpie;Yellow-billed Blue-Magpie;Желтоклювая лазоревая сорока;kita žltozobá;Yellow-billed Blue-Magpie;Gulnäbbad blåskata;Yellow-billed Blue-Magpie;Sarı Gagalı Mavi Saksağan;Кіта жовтодзьоба;Yellow-billed Blue-Magpie
Urocissa ornata;Sri Lanka Blue Magpie;ceymag1;Aves;Passeriformes;True;True;Sri Lanka Blue-Magpie;Sri Lanka Blue-Magpie;Sri Lanka Blue-Magpie;Sri Lanka Blue-Magpie;Schmuckkitta;Sri Lanka Blue-Magpie;Sri Lanka Blue-Magpie;Urraca Cingalesa;Sri Lanka Blue-Magpie;Pirolle de Ceylan;Sri Lanka Blue-Magpie;Sri Lanka Blue-Magpie;セイロンサンジャク;Sri Lanka Blue-Magpie;Blauwe Kitta;brunhodeskjære;kitta ozdobna;Sri Lanka Blue-Magpie;Sri Lanka Blue-Magpie;Ланкийская лазоревая сорока;kita ozdobná;Sri Lanka Blue-Magpie;Ceylonblåskata;Sri Lanka Blue-Magpie;Seylan Mavi Saksağanı;Кіта цейлонська;Sri Lanka Blue-Magpie
Urocissa whiteheadi;White-winged Magpie;whwmag1;Aves;Passeriformes;False;True;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie;White-winged Magpie
Urocolius indicus;Red-faced Mousebird;refmou1;Aves;Coliiformes;True;True;Rooiwangmuisvoël;Red-faced Mousebird;myšák brýlatý;Red-faced Mousebird;Rotzügel-Mausvogel;Red-faced Mousebird;Red-faced Mousebird;Pájaro Ratón Carirrojo;Red-faced Mousebird;Coliou quiriva;Red-faced Mousebird;Red-faced Mousebird;アカガオネズミドリ;Red-faced Mousebird;Roodwangmuisvogel;rødmaskemusfugl;czepiga czerwonolica;Red-faced Mousebird;Red-faced Mousebird;Краснолицая птица-мышь;myšovec okuliarnatý;Red-faced Mousebird;Rödtyglad musfågel;Red-faced Mousebird;Al Yüzlü Farekuşu;Паяро вохристоволий;Red-faced Mousebird
Urocolius macrourus;Blue-naped Mousebird;blnmou1;Aves;Coliiformes;True;True;Blue-naped Mousebird;Blue-naped Mousebird;myšák modrotýlý;Blånakket Musefugl;Blaunacken-Mausvogel;Blue-naped Mousebird;Blue-naped Mousebird;Pájaro Ratón Nuquiazul;Blue-naped Mousebird;Coliou huppé;Blue-naped Mousebird;Blue-naped Mousebird;アオエリネズミドリ;Blue-naped Mousebird;Blauwnekmuisvogel;blånakkemusfugl;czepiga długosterna;Blue-naped Mousebird;Blue-naped Mousebird;Синешапочная птица-мышь;myšovec dlhochvostý;Blue-naped Mousebird;Blånackad musfågel;Blue-naped Mousebird;Mavi Enseli Farekuşu;Паяро синьошиїй;Blue-naped Mousebird
Urocynchramus pylzowi;Przevalski's Finch;przros1;Aves;Passeriformes;True;True;Przevalski's Pinktail;Przevalski's Pinktail;Przevalski's Pinktail;Przevalski's Pinktail;Rosenschwanz;Przevalski's Pinktail;Przevalski's Pinktail;Pinzón de Przewalski;Przevalski's Pinktail;Bruselin de Przewalski;Przevalski's Pinktail;Przevalski's Pinktail;バライロマシコ;Przevalski's Pinktail;Przewalski's Roodmus;vierfink;tybetańczyk;Przevalski's Pinktail;Przevalski's Pinktail;Розовохвостый вьюрок;ružovec horský;Przevalski's Pinktail;Przjevalskijs rosenstjärt;Przevalski's Pinktail;Przewalski Çütresi;Тибетанчик;Przevalski's Pinktail
Urocyon cinereoargenteus;common gray fox;;Mammalia;Carnivora;False;True;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox;common gray fox
Urodynamis taitensis;Pacific Long-tailed Cuckoo;lotkoe1;Aves;Cuculiformes;True;True;Long-tailed Koel;Long-tailed Koel;kukačka dlouhoocasá;Long-tailed Koel;Langschwanzkoel;Long-tailed Koel;Long-tailed Koel;Koel Colilargo;Long-tailed Koel;Coucou de Nouvelle-Zélande;Long-tailed Koel;Long-tailed Koel;キジカッコウ;Long-tailed Koel;Langstaartkoël;langhalekoel;kukiel długosterny;Long-tailed Koel;Long-tailed Koel;Длиннохвостый коэль;kukučka koelia;Long-tailed Koel;Långstjärtad koel;Long-tailed Koel;Uzun Kuyruklu Koel;Коель новозеландський;Long-tailed Koel
Uroglaux dimorpha;Papuan Hawk-Owl;paphao1;Aves;Strigiformes;False;True;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl;Papuan Hawk-Owl
Urolais epichlorus;Green Longtail;grnlon1;Aves;Passeriformes;False;True;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail;Green Longtail
Urolestes melanoleucus;Magpie Shrike;magshr1;Aves;Passeriformes;False;True;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike;Magpie Shrike
Uromenus brevicollis;Uromenus brevicollis;;Insecta;Orthoptera;False;True;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis;Uromenus brevicollis
Uromenus rugosicollis;Uromenus rugosicollis;;Insecta;Orthoptera;False;True;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis;Uromenus rugosicollis
Uromyias agilis;Agile Tit-Tyrant;agitit1;Aves;Passeriformes;True;True;Agile Tit-Tyrant;Agile Tit-Tyrant;Agile Tit-Tyrant;Agile Tit-Tyrant;Brauentachurityrann;Agile Tit-Tyrant;Agile Tit-Tyrant;Cachudito Ágil;Agile Tit-Tyrant;Taurillon agile;Agile Tit-Tyrant;Agile Tit-Tyrant;タテジマカラタイランチョウ;Agile Tit-Tyrant;Langstaartmeestiran;nordmeisetyrann;czuprynek kreskowany;Agile Tit-Tyrant;Agile Tit-Tyrant;Длиннохвостый качудито;čelenkár bambusový;Agile Tit-Tyrant;Vig mestyrann;Agile Tit-Tyrant;Zarif Tiranulet;Торілон довгохвостий;Agile Tit-Tyrant
Uromyias agraphia;Unstreaked Tit-Tyrant;unstit1;Aves;Passeriformes;True;True;Unstreaked Tit-Tyrant;Unstreaked Tit-Tyrant;Unstreaked Tit-Tyrant;Unstreaked Tit-Tyrant;Weißbauch-Tachurityrann;Unstreaked Tit-Tyrant;Unstreaked Tit-Tyrant;Cachudito Liso;Unstreaked Tit-Tyrant;Taurillon uni;Unstreaked Tit-Tyrant;Unstreaked Tit-Tyrant;ムジカラタイランチョウ;Unstreaked Tit-Tyrant;Witbuikmeestiran;inkameisetyrann;czuprynek brązowoskrzydły;Unstreaked Tit-Tyrant;Unstreaked Tit-Tyrant;Черношапочный качудито;čelenkár čepcový;Unstreaked Tit-Tyrant;Perumestyrann;Unstreaked Tit-Tyrant;Çizgisiz Tiranulet;Торілон бурий;Unstreaked Tit-Tyrant
Uropelia campestris;Long-tailed Ground Dove;ltgdov1;Aves;Columbiformes;False;True;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove;Long-tailed Ground Dove
Uropsalis lyra;Lyre-tailed Nightjar;lytnig1;Aves;Caprimulgiformes;True;True;Lyre-tailed Nightjar;Lyre-tailed Nightjar;lelek lyroocasý;Lyre-tailed Nightjar;Leierschwanz-Nachtschwalbe;Lyre-tailed Nightjar;Lyre-tailed Nightjar;Chotacabras Lira;Lyre-tailed Nightjar;Engoulevent lyre;Lyre-tailed Nightjar;Lyre-tailed Nightjar;タテゴトヨタカ;Lyre-tailed Nightjar;Lierstaartnachtzwaluw;lyrenattravn;lelkowiec lirosterny;Lyre-tailed Nightjar;Lyre-tailed Nightjar;Лирохвостый козодой;lelek lýrochvostý;Lyre-tailed Nightjar;Lyrstjärtad nattskärra;Lyre-tailed Nightjar;Lir Kuyruklu Çobanaldatan;Дрімлюга-лірохвіст рудошиїй;Lyre-tailed Nightjar
Uropsalis segmentata;Swallow-tailed Nightjar;swtnig1;Aves;Caprimulgiformes;True;True;Swallow-tailed Nightjar;Swallow-tailed Nightjar;lelek vidloocasý;Swallow-tailed Nightjar;Schwalbenschwanz-Nachtschwalbe;Swallow-tailed Nightjar;Swallow-tailed Nightjar;Chotacabras Golondrina;Swallow-tailed Nightjar;Engoulevent à queue d'aronde;Swallow-tailed Nightjar;Swallow-tailed Nightjar;ツバメヨタカ;Swallow-tailed Nightjar;Vorkstaartnachtzwaluw;svalenattravn;lelkowiec wstęgosterny;Swallow-tailed Nightjar;Swallow-tailed Nightjar;Ласточкохвостый козодой;lelek nožnicochvostý;Swallow-tailed Nightjar;Svalstjärtsnattskärra;Swallow-tailed Nightjar;Kırlangıç Kuyruklu Çobanaldatan;Дрімлюга-лірохвіст колумбійський;Swallow-tailed Nightjar
Uropsila leucogastra;White-bellied Wren;whbwre1;Aves;Passeriformes;True;True;White-bellied Wren;White-bellied Wren;White-bellied Wren;White-bellied Wren;Weißbauch-Zaunkönig;White-bellied Wren;White-bellied Wren;Cucarachero Ventriblanco;White-bellied Wren;Troglodyte à ventre blanc;White-bellied Wren;White-bellied Wren;コビトミソサザイ;White-bellied Wren;Witbuikwinterkoning;hvitbuksmett;strzyżyczek;White-bellied Wren;White-bellied Wren;Белобрюхий крапивник;oriešok bielobruchý;White-bellied Wren;Bromeliagärdsmyg;White-bellied Wren;Ak Karınlı Çıtkuşu;Волоочко білочереве;White-bellied Wren
